laureate_id,laureate_name,prize_year,title,journal,affiliation,is_prize_winning,locations_count,locations,doi,error_message
10001,"thouless, dj",2016,metastability and phase transitions in two dimensional systems,,,NO,0,[],,"can only concatenate str (not ""float"") to str"
10002,"kosterlitz, jm",2016,metastability and phase transitions in two dimensional systems,,brown university,NO,0,[],,"can only concatenate str (not ""float"") to str"
10003,"haldane, fdm",2016,yangian symmetry of integrable quantum chains with long range interactions and a new description of states in conformal field theory,physical review letters,princeton university,NO,0,[],10.1103/PhysRevLett.69.2021,'NoneType' object is not subscriptable
10006,"akasaki, isamu",2014,activation energy of mg in a plane ga1 xinx n 0 x 0 17,physica status solidi b basic solid state physics,meijo university,NO,0,[],10.1002/pssb.200880826,'affiliations'
10006,"akasaki, isamu",2014,control of p type conduction in a plane ga1 xinxn 0 x 0 10 grown on r plane sapphire substrate by metalorganic vapor phase epitaxy,journal of crystal growth,meijo university,NO,0,[],10.1016/j.jcrysgro.2008.08.005,'affiliations'
10006,"akasaki, isamu",2014,high hole concentration in mg doped a plane ga1 xinxn 0 x 0 30 grown on r plane sapphire substrate by metalorganic vapor phase epitaxy,applied physics letters,meijo university,NO,0,[],10.1063/1.3021087,'affiliations'
10006,"akasaki, isamu",2014,one sidewall seeded epitaxial lateral overgrowth of a plane gan by metalorganic vapor phase epitaxy,journal of crystal growth,meijo university,NO,0,[],10.1016/j.jcrysgro.2009.01.036,'affiliations'
10006,"akasaki, isamu",2014,mass transport of alxga1 xn,physica status solidi (a),meijo university,NO,0,[],10.1002/1521-396X(200212)194:2<485::AID-PSSA485>3.0.CO;2,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1002/1521-396X(200212)194:2%3C485::AID-PSSA485%3E3.0.CO;2
10007,"amano, hiroshi",2014,activation energy of mg in a plane ga1 xinx n 0 x 0 17,physica status solidi b basic solid state physics,nagoya university,NO,0,[],10.1002/pssb.200880826,'affiliations'
10007,"amano, hiroshi",2014,control of p type conduction in a plane ga1 xinxn 0 x 0 10 grown on r plane sapphire substrate by metalorganic vapor phase epitaxy,journal of crystal growth,nagoya university,NO,0,[],10.1016/j.jcrysgro.2008.08.005,'affiliations'
10007,"amano, hiroshi",2014,high hole concentration in mg doped a plane ga1 xinxn 0 x 0 30 grown on r plane sapphire substrate by metalorganic vapor phase epitaxy,applied physics letters,nagoya university,NO,0,[],10.1063/1.3021087,'affiliations'
10007,"amano, hiroshi",2014,one sidewall seeded epitaxial lateral overgrowth of a plane gan by metalorganic vapor phase epitaxy,journal of crystal growth,nagoya university,NO,0,[],10.1016/j.jcrysgro.2009.01.036,'affiliations'
10007,"amano, hiroshi",2014,mass transport of alxga1 xn,physica status solidi (a),nagoya university,NO,0,[],10.1002/1521-396X(200212)194:2<485::AID-PSSA485>3.0.CO;2,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1002/1521-396X(200212)194:2%3C485::AID-PSSA485%3E3.0.CO;2
10009,"englert, f",2013,dynamical symmetry breakdown in pure yang mills field theory,nuclear physics,,NO,0,[],10.1016/0550-3213(75)90046-2,'NoneType' object is not subscriptable
10011,"haroche, serge",2012,millimeter wave spectroscopy of cesium rydberg states and possible applications to frequency metrology,le journal de physique colloques,college de france,NO,0,[],10.1051/jphyscol:1981805,'NoneType' object is not subscriptable
10012,"wineland, david",2012,superposition and quantum measurement of trapped atoms,annalen der physik,national institute of standards and technology,NO,0,[],10.1002/1521-3889(200011)9:11/12<851::AID-ANDP851>3.0.CO;2,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1002/1521-3889(200011)9:11/12%3C851::AID-ANDP851%3E3.0.CO;2
10012,"wineland, david",2012,shift of 2sl 2 hyperfine splittings due to blackbody radiation and its influence on frequency standards,le journal de physique colloques,national institute of standards and technology,NO,0,[],10.1051/jphyscol:1981835,'NoneType' object is not subscriptable
10016,"novoselov, kostya s.",2010,graphene sensors,ieee sensors journal,university of manchester,NO,0,[],,"can only concatenate str (not ""float"") to str"
10017,"geim, andre k.",2010,erratum fine structure in magnetization of individual fluxoid states phys rev lett 85 1528 2000,physical review letters,university of manchester,NO,0,[],10.17877/DE290R-16107,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.17877/DE290R-16107
10021,"nambu, yoichiro",2008,considerations on the magnetic field problem in superconducting thin films,physical review,,NO,0,[],10.2172/4150936,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropic thermal expansion of yttrium metal and yttrium based rare earth alloys at low temperature,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(86)90095-8,'NoneType' object is not subscriptable
10024,"fert, a",2007,interfacial scattering in layered magnetic structures,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(94)01528-7,'NoneType' object is not subscriptable
10024,"fert, a",2007,role of random anisotropy in determining the phase diagram of spin glasses,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.30.6791,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetotransport properties of noble metals containing rare earth impurities i quadrupole scattering by rare earth impurities in gold,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.16.5040,'NoneType' object is not subscriptable
10024,"fert, a",2007,magneto transport properties of noble metals containing rare earth impurities,journal of applied physics,university of paris sud,NO,0,[],10.1063/1.324719,'NoneType' object is not subscriptable
10024,"fert, a",2007,temperature dependence of the interface anisotropy in fe 001 ag 001 superlattices,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(92)91562-8,'NoneType' object is not subscriptable
10024,"fert, a",2007,hall effect in dilute magnetic alloys,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(81)90079-2,'NoneType' object is not subscriptable
10024,"fert, a",2007,quadrupole scattering in pral2,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.28.3890,'NoneType' object is not subscriptable
10024,"fert, a",2007,theory of the hall effect in heavy fermion and mixed valence systems,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(87)90658-5,'NoneType' object is not subscriptable
10024,"fert, a",2007,rare earth spin glasses with uniaxial anisotropy,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.29.4999,'NoneType' object is not subscriptable
10024,"fert, a",2007,anomalous hall effect in mixed valence compounds,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(89)90269-2,'NoneType' object is not subscriptable
10024,"fert, a",2007,effect of crystal field on hall effect in kondo systems,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(88)90379-4,'NoneType' object is not subscriptable
10024,"fert, a",2007,hall effect in ce sub 1 x y sub x pd sub 3 mixed valence alloys,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.32.7003,'NoneType' object is not subscriptable
10024,"fert, a",2007,crystal electric field and local symmetry in rare earth amorphous alloys,journal of applied physics,university of paris sud,NO,0,[],10.1063/1.330815,'NoneType' object is not subscriptable
10024,"fert, a",2007,crystal electric field and local symmetry in rare earth amorphous alloys,journal of applied physics,centre national de la recherche scientifique,NO,0,[],10.1063/1.330815,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetic properties of gd doped y and sc single crystals,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(84)90007-6,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropic rare earth spin glasses,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.26.5300,'NoneType' object is not subscriptable
10024,"fert, a",2007,local hall probe magnetometry application to magnetic multilayers,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(92)91560-G,'NoneType' object is not subscriptable
10024,"fert, a",2007,hall effect in cecu4ga and cecu3ga2 alloys,physica b condensed matter,university of paris sud,NO,0,[],10.1016/0921-4526(91)90527-L,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropy energy of cumn spin glasses,journal of applied physics,university of paris sud,NO,0,[],10.1063/1.330143,'NoneType' object is not subscriptable
10024,"fert, a",2007,giant magnetoresistance in ag co and cu co multilayers with very thin co layers,physica b condensed matter,university of paris sud,NO,0,[],10.1016/0921-4526(94)00274-Y,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetic ordering in ygd alloys,journal of applied physics,university of paris sud,NO,0,[],10.1063/1.335160,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropic magnetoelastic coupling in ceni intermediate valence compound,physica b condensed matter,university of paris sud,NO,0,[],10.1016/0378-4363(85)90205-0,'NoneType' object is not subscriptable
10024,"fert, a",2007,origin of magnetic anistropy in transition metal spin glass alloys,journal of applied physics,university of paris sud,NO,0,[],10.1063/1.329688,'NoneType' object is not subscriptable
10024,"fert, a",2007,distribution of crystal electric fields in amorphous rare earth alloys,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(89)90125-X,'NoneType' object is not subscriptable
10024,"fert, a",2007,hall effect in the heavy fermion compound ceptsi,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.38.7141,'NoneType' object is not subscriptable
10024,"fert, a",2007,electron localization and interaction effects in au si multilayered systems,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.39.7424,'NoneType' object is not subscriptable
10024,"fert, a",2007,temperature and magnetic field dependence of the two dimensional conductivity in auxsi1 x si and cu si multilayers,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.42.2728,'NoneType' object is not subscriptable
10024,"fert, a",2007,twisted spin configurations in thin magnetic layers with interface anisotropy,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(92)91263-S,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetoresistance of silver single crystals containing rare earth impurities,journal of applied physics,university of paris sud,NO,0,[],10.1063/1.327158,'NoneType' object is not subscriptable
10024,"fert, a",2007,resistivity anisotropy of rare earth impurities in gadolinium and in the zn y compound,physica b condensed matter,university of paris sud,NO,0,[],10.1016/0378-4363(77)90412-0,'NoneType' object is not subscriptable
10024,"fert, a",2007,interfacial scattering and interface resistance for penpendicular transport in magnetic multilayers,journal of magnetism and magnetic materials,university of paris sud,NO,0,[],10.1016/0304-8853(94)00322-X,'NoneType' object is not subscriptable
10024,"fert, a",2007,effect of crystal fields on the hall effect in kondo type systems,physical review b,university of paris sud,NO,0,[],10.1103/PhysRevB.39.12224,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropy in binary metallic spin glass alloys i transition metals,physical review b,centre national de la recherche scientifique,NO,0,[],10.1103/PhysRevB.33.276,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropy induced by nonmagnetic impurities incumn spin glass alloys,physical review b,centre national de la recherche scientifique,NO,0,[],10.1103/PhysRevB.23.4667,'NoneType' object is not subscriptable
10024,"fert, a",2007,electrical resistivity of ferromagnetic nickel and iron based alloys,journal of physics f metal physics,centre national de la recherche scientifique,NO,0,[],10.1088/0305-4608/6/5/025,'NoneType' object is not subscriptable
10024,"fert, a",2007,weak localisation in metallic glasses i magnetoresistance,journal of physics f metal physics,centre national de la recherche scientifique,NO,0,[],10.1088/0305-4608/16/12/019,'NoneType' object is not subscriptable
10024,"fert, a",2007,perpendicular magnetoresistance in magnetic multilayers theoretical model and discussion invited,journal of applied physics,centre national de la recherche scientifique,NO,0,[],10.1063/1.356868,'NoneType' object is not subscriptable
10024,"fert, a",2007,calculation of the temperature dependence of the giant mr and application to co cu multilayers,journal of applied physics,centre national de la recherche scientifique,NO,0,[],10.1063/1.356729,'NoneType' object is not subscriptable
10024,"fert, a",2007,spin relaxation effects in the perpendicular magnetoresistance of magnetic multilayers,physical review b,centre national de la recherche scientifique,NO,0,[],10.1103/PhysRevB.52.6513,'NoneType' object is not subscriptable
10024,"fert, a",2007,dynamics of dzyaloshinskii domain walls in ultrathin magnetic films,epl,centre national de la recherche scientifique,NO,0,[],10.1209/0295-5075/100/57002,'NoneType' object is not subscriptable
10024,"fert, a",2007,dynamic evidence for a 2d 3d crossover in the ising spin glass fe0 35mg0 65br2,journal de physique,centre national de la recherche scientifique,NO,0,[],10.1051/jphys:0198900500240344100,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetoresistance of ferromagnetic tunnel junctions with al2o3 barriers formed by rf sputter etching in ar o2 plasma,applied physics letters,centre national de la recherche scientifique,NO,0,[],10.1063/1.121952,'NoneType' object is not subscriptable
10024,"fert, a",2007,electrical conductivity of magnetic multilayered structures,physical review letters,university of paris,NO,0,[],10.1103/PhysRevLett.65.1643,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetoresistance of amorphous cuzr weak localization in a three dimensional system,solid state communications,university of paris,NO,0,[],10.1016/0038-1098(84)90436-8,'NoneType' object is not subscriptable
10024,"fert, a",2007,influence of dzyaloshinsky moriya interactions on the critical behavior of metallic spin glasses,journal of applied physics,university of paris,NO,0,[],10.1063/1.338540,'NoneType' object is not subscriptable
10024,"fert, a",2007,the magnetic state and its macroscopic anisotropy in amorphous rare earth alloys invited,journal of applied physics,university of paris,NO,0,[],10.1063/1.345959,'NoneType' object is not subscriptable
10024,"fert, a",2007,role of anisotropic exchange interactions in determining the properties of spin glasses,physical review letters,university of paris,NO,0,[],10.1103/PhysRevLett.44.1538,'NoneType' object is not subscriptable
10024,"fert, a",2007,weak localization effect in the magnetoresistance of nitmb amorphous alloys,solid state communications,university of paris,NO,0,[],10.1016/0038-1098(88)90384-5,'NoneType' object is not subscriptable
10024,"fert, a",2007,conductivity and magnetoresistance of magnetic multilayered structures,physical review b,university of paris,NO,0,[],10.1103/PhysRevB.45.8689,'NoneType' object is not subscriptable
10024,"fert, a",2007,crystal field of gd3 in hexagonal metals,physical review b,university of paris,NO,0,[],10.1103/PhysRevB.31.6245,'NoneType' object is not subscriptable
10024,"fert, a",2007,random anisotropy and phase diagram of spin glasses,journal of applied physics,university of paris,NO,0,[],10.1063/1.335107,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropic k  interactions from spin orbit coupled 5d intermediate states,solid state communications,university of paris,NO,0,[],10.1016/0038-1098(81)90435-X,'NoneType' object is not subscriptable
10024,"fert, a",2007,triad anisotropy of spin glasses and torque experiments invited,journal of applied physics,university of paris,NO,0,[],10.1063/1.333428,'NoneType' object is not subscriptable
10024,"fert, a",2007,critical line for strong irreversibility in spin glass and ferro spin glass alloys,physical review letters,university of paris,NO,0,[],10.1103/PhysRevLett.51.57,'NoneType' object is not subscriptable
10024,"fert, a",2007,unified approach to some transport and epr properties of noble metals with rare earth impurities,physical review b,university of paris,NO,0,[],10.1103/PhysRevB.26.1099,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetotransport properties of ybnisn,physica b condensed matter,,NO,0,[],10.1016/0921-4526(91)90528-M,'NoneType' object is not subscriptable
10024,"fert, a",2007,movable uniaxial macroscopic anisotropy in amorphous tb fe,epl,university of paris,NO,0,[],10.1209/0295-5075/9/3/016,'NoneType' object is not subscriptable
10024,"fert, a",2007,theory of the magnetoresistance in magnetic multilayers analytical expressions from a semiclassical approach,physical review b,,NO,0,[],10.1103/PhysRevB.43.13124,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetoresistance of nickel alloys and electron scattering dependent on spin orientation,journal of applied physics,,NO,0,[],10.1063/1.1658975,'NoneType' object is not subscriptable
10024,"fert, a",2007,electron scattering by the electronic quadrupole moment of rare earth impurities,physical review letters,,NO,0,[],10.1103/PhysRevLett.33.1214,'NoneType' object is not subscriptable
10024,"fert, a",2007,origin of anisotropy in transition metal spin glass alloys invited,journal of applied physics,,NO,0,[],10.1063/1.330770,'NoneType' object is not subscriptable
10024,"fert, a",2007,theory of the hall effect in heavy fermion compounds,physical review b,,NO,0,[],10.1103/PhysRevB.36.1907,'NoneType' object is not subscriptable
10024,"fert, a",2007,interface resistance for perpendicular transport in layered magnetic structures,physical review b,,NO,0,[],10.1103/PhysRevB.49.12835,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetoresistance of amorphous alloys weak localization in three dimensional metallic systems,journal of applied physics,united parcel service,NO,0,[],10.1063/1.333528,'NoneType' object is not subscriptable
10024,"fert, a",2007,two current conduction in ferromagnetic metals and spin wave electron collisions,journal of physics c solid state physics,,NO,0,[],10.1088/0022-3719/2/10/311,'NoneType' object is not subscriptable
10024,"fert, a",2007,the extraordinary hall effect in dilute pd based alloys,solid state communications,university of paris sud,NO,0,[],10.1016/0038-1098(78)90091-1,'NoneType' object is not subscriptable
10024,"fert, a",2007,quadrupole scattering resistivity anisotropy of rare earth impurities in gadolinium,solid state communications,university of paris sud,NO,0,[],10.1016/0038-1098(76)90234-9,'NoneType' object is not subscriptable
10024,"fert, a",2007,electron paramagnetic resonance in nd ag amorphous alloys,solid state communications,university of paris sud,NO,0,[],10.1016/0038-1098(79)91184-0,'NoneType' object is not subscriptable
10024,"fert, a",2007,resistivity of dyni3 and honi3 amorphous alloys,journal of physics f metal physics,,NO,0,[],10.1088/0305-4608/7/12/003,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetic and transport properties of nickel rare earth amorphous alloys,journal of physics f metal physics,,NO,0,[],10.1088/0305-4608/9/2/023,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropy in metallic spin glasses arising from gold impurities,physical review b,,NO,0,[],10.1103/PhysRevB.31.3106,'NoneType' object is not subscriptable
10024,"fert, a",2007,skew scattering by rare earth impurities in silver gold and aluminum,physical review b,,NO,0,[],10.1103/PhysRevB.13.397,'NoneType' object is not subscriptable
10024,"fert, a",2007,comments on two band models for the electrical conduction in metals,journal of physics f metal physics,,NO,0,[],10.1088/0305-4608/1/5/105,'NoneType' object is not subscriptable
10024,"fert, a",2007,anisotropy of spin glasses from torque measurements,physical review letters,,NO,0,[],10.1103/PhysRevLett.49.1508,'NoneType' object is not subscriptable
10024,"fert, a",2007,magnetotransport properties of noble metals containing rare earth impurities ii theory,physical review b,,NO,0,[],10.1103/PhysRevB.16.5052,'NoneType' object is not subscriptable
10024,"fert, a",2007,left right asymmetry in the scattering of electrons by magnetic impurities and a hall effect,physical review letters,,NO,0,[],10.1103/PhysRevLett.28.303,'NoneType' object is not subscriptable
10024,"fert, a",2007,transport in magnetic layered structures,physica scripta,university of paris sud,NO,0,[],10.1088/0031-8949/1993/T49A/046,'NoneType' object is not subscriptable
10024,"fert, a",2007,classical theory of perpendicular giant magnetoresistance in magnetic multilayers,journal of magnetism and magnetic materials,,NO,0,[],10.1016/0304-8853(93)91225-V,'NoneType' object is not subscriptable
10027,"smoot, gf",2006,21 cm intensity mapping with the five hundred metre aperture spherical telescope,astronomy and astrophysics,university of california berkeley,NO,0,[],10.1051/0004-6361/201526794,'NoneType' object is not subscriptable
10027,"smoot, gf",2006,witnessing the reionization history using cosmic microwave background observation from planck,journal of cosmology and astroparticle physics,university of california berkeley,NO,0,[],10.1088/1475-7516/2017/11/028,'NoneType' object is not subscriptable
10027,"smoot, gf",2006,from cavendish to planck constraining newton s gravitational constant with cmb temperature and polarization anisotropy,physical review d,university of california berkeley,NO,0,[],10.1103/PhysRevD.80.023508,'NoneType' object is not subscriptable
10027,"smoot, gf",2006,measurements of the cosmic microwave background temperature at 1 47 ghz,the astrophysical journal,university of california berkeley,NO,0,[],10.2172/10183325,'NoneType' object is not subscriptable
10028,"glauber, rj",2005,density operators for fermions,physical review a,harvard university,NO,0,[],10.1002/9783527610075.ch16,'NoneType' object is not subscriptable
10028,"glauber, rj",2005,multiple diffraction theory of p p scattering at 546 gev,physics letters b,cern,NO,0,[],10.1016/0370-2693(84)90137-0,'NoneType' object is not subscriptable
10029,"hall, jl",2005,progress toward phase stable optical frequency standards,le journal de physique colloques,university of colorado boulder,NO,0,[],10.1051/jphyscol:1981808,'NoneType' object is not subscriptable
10030,"hansch, tw",2005,continuous coherent lyman alpha excitation of atomic hydrogen,physical review letters,max planck society,NO,0,[],10.1103/PhysRevLett.86.5679,'NoneType' object is not subscriptable
10030,"hansch, tw",2005,continuous wave coherent lyman alpha radiation,physical review letters,max planck society,NO,0,[],10.1103/PhysRevLett.83.3828,'NoneType' object is not subscriptable
10030,"hansch, tw",2005,miniaturized wire trap for neutral atoms,physical review letters,max planck society,NO,0,[],10.15496/publikation-4485,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.15496/publikation-4485
10030,"hansch, tw",2005,holographic recording of laser induced plasma,optics letters,max planck society,NO,0,[],10.1364/OL.29.000772,'NoneType' object is not subscriptable
10032,"gross, dj",2004,low energy theorem for graviton scattering,physical review,harvard university,NO,0,[],10.1103/PhysRev.166.1287,'NoneType' object is not subscriptable
10034,"abrikosov, aa",2003,magnetic properties of superconductors of the second group,journal of experimental and theoretical physics,argonne national laboratory,YES,0,[],,"can only concatenate str (not ""float"") to str"
10036,"ginzburg, vl",2003,On the Theory of superconductivity(In Russian),,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10040,"cornell, ea",2001,rapidly rotating bose einstein condensates in and near the lowest landau level,physical review letters,,NO,0,[],10.1103/PhysRevLett.92.040404,'NoneType' object is not subscriptable
10041,"ketterle, w",2001,magnetic trapping of an atomicmn55 cr52mixture,physical review a,,NO,0,[],10.1103/PhysRevA.71.025602,'NoneType' object is not subscriptable
10041,"ketterle, w",2001,evaporative cooling of metastable helium in the multi partial wave regime,physical review a,,NO,0,[],10.1103/PHYSREVA.72.0,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1103/PHYSREVA.72.0
10042,"wiemann, ce",2001,formation of bright matter wave solitons during the collapse of attractive bose einstein condensates,physical review letters,,NO,0,[],10.1103/PhysRevLett.96.170401,'NoneType' object is not subscriptable
10046,"veltman, m",1999,intermediate boson production by neutrinos,physics letters,university of michigan,NO,0,[],10.1016/S0375-9601(63)80045-6,'NoneType' object is not subscriptable
10046,"veltman, m",1999,polarisation of vector bosons produced by neutrinos,physics letters,university of michigan,NO,0,[],10.1016/S0375-9601(63)92358-2,'NoneType' object is not subscriptable
10047,"thooft, g",1999,an algorithm for the poles at dimension four in the dimensional regularization procedure,nuclear physics,,NO,0,[],10.1016/0550-3213(73)90263-0,'NoneType' object is not subscriptable
10049,"tsui, dc",1998,fermi liquid to luttinger liquid transition at the edge of a two dimensional electron gas,physical review letters,princeton university,NO,0,[],10.17877/DE290R-12045,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.17877/DE290R-12045
10049,"tsui, dc",1998,charge transport and intrinsic bistability in resonant tunneling structures,le journal de physique colloques,princeton university,NO,0,[],10.1051/jphyscol:1987597,'NoneType' object is not subscriptable
10049,"tsui, dc",1998,direct measurement of velocity overshoot by hot electron submillimeter wave conductivity in si inversion layers,le journal de physique colloques,bell labs,NO,0,[],10.1051/jphyscol:1981745,'NoneType' object is not subscriptable
10051,"phillips, wd",1997,  optical molasses in a longitudinal magnetic field,journal of the optical society of america b optical physics,national institute of standards and technology,NO,0,[],10.1364/JOSAB.9.001997,'NoneType' object is not subscriptable
10051,"phillips, wd",1997,transport of atoms in a quantum conveyor belt,physical review a,national institute of standards and technology,NO,0,[],10.1103/PHYSREVA.72.0,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1103/PHYSREVA.72.0
10052,"cohentannoudji, c",1997,vacuum fluctuations and radiation reaction identification of their respective contributions,journal de physique,,NO,0,[],10.1051/jphys:0198200430110161700,'NoneType' object is not subscriptable
10052,"cohentannoudji, c",1997,single atom laser spectroscopy looking for dark periods in fluorescence light,epl,,NO,0,[],10.1209/0295-5075/1/9/004,'NoneType' object is not subscriptable
10052,"cohentannoudji, c",1997,cooling atoms with stimulated emission,physical review letters,,NO,0,[],10.1103/PhysRevLett.57.1688,'NoneType' object is not subscriptable
10052,"cohentannoudji, c",1997,dynamics of a small system coupled to a reservoir reservoir fluctuations and self reaction,journal de physique,,NO,0,[],10.1051/jphys:01984004504063700,'NoneType' object is not subscriptable
10054,"lee, dm",1996,new magnetic phenomena in liquid he 3 below 3 mk,physical review letters,texas a m university,NO,0,[],,"can only concatenate str (not ""float"") to str"
10054,"lee, dm",1996,studies of rapid melting and freezing of 3he in high magnetic fields,le journal de physique colloques,texas a m university,NO,0,[],10.1051/jphyscol:1980720,'NoneType' object is not subscriptable
10054,"lee, dm",1996,splitting of the squashing collective mode of superfluid 3he b by a magnetic field,physical review letters,texas a m university,NO,0,[],10.1103/PhysRevLett.61.1732,'NoneType' object is not subscriptable
