laureate_id,laureate_name,prize_year,title,journal,affiliation,is_prize_winning,locations_count,locations,doi,error_message
10055,"osheroff, dd",1996,nuclear magnetism of adsorbed 3he,le journal de physique colloques,bell labs,NO,0,[],10.1051/jphyscol:19888928,'NoneType' object is not subscriptable
10056,"richards, rc",1996,new magnetic phenomena in liquid he 3 below 3 mk,physical review letters,,NO,0,[],,"can only concatenate str (not ""float"") to str"
10057,"perl, ml",1995,geometrical mechanical and structural adaptation of mouse femora exposed to different loadings,journal of engineering mechanics asce,ben gurion university of the negev,NO,0,[],10.1061/(ASCE)0733-9399(1998)124:2(217,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1061/(ASCE)0733-9399(1998)124:2(217
10057,"perl, ml",1995,search forcpviolation in the decayd ks0,physical review d,ben gurion university of the negev,NO,0,[],10.1103/PhysRevD.83.071103,'NoneType' object is not subscriptable
10057,"perl, ml",1995,measurement of the decay amplitudes and branching fractions of b j psi k and b j psi k decays,physical review letters,ben gurion university of the negev,NO,0,[],10.2172/813093,'NoneType' object is not subscriptable
10059,"shull, cg",1994,recent magnetic structure studies by neutron diffraction,journal de physique et le radium,massachusetts institute of technology,NO,0,[],10.1051/jphysrad:01959002002-3016900,'NoneType' object is not subscriptable
10063,"charpak, g",1992,high resolution electronic particle detectors,annual review of nuclear and particle science,cern,NO,0,[],10.1146/annurev.ns.34.120184.001441,'NoneType' object is not subscriptable
10063,"charpak, g",1992,methode de mesure de distributions de charges electriques de surface,journal de physique iii,cern,NO,0,[],10.1051/jp3:1993267,'NoneType' object is not subscriptable
10063,"charpak, g",1992,a triggered liquid track chamber with short resolving time,nuclear instruments and methods,cern,NO,0,[],10.1016/0029-554X(63)90480-4,'NoneType' object is not subscriptable
10063,"charpak, g",1992,detection of far ultraviolet photons with the multistep avalanche chamber application to cherenkov light imaging and to some problems in high energy physics,nuclear instruments and methods,cern,NO,0,[],10.1016/0029-554X(79)90074-0,'NoneType' object is not subscriptable
10063,"charpak, g",1992,some properties of spherical drift chambers,nuclear instruments and methods,cern,NO,0,[],10.1016/0029-554X(77)90638-3,'NoneType' object is not subscriptable
10063,"charpak, g",1992,on some factors controlling high accuracy measurements of x ray quanta positions with multiwire proportional chambers,nuclear instruments and methods,cern,NO,0,[],10.1016/0029-554X(78)90262-8,'NoneType' object is not subscriptable
10063,"charpak, g",1992,the use of rise time information in drift or proportional chambers for neutral radiation localization,nuclear instruments and methods,cern,NO,0,[],10.1016/0029-554X(76)90369-4,'NoneType' object is not subscriptable
10063,"charpak, g",1992,methode simple de preparation de sources radioactives uniformes,journal de physique et le radium,college de france,NO,0,[],10.1051/jphysrad:01954001506049000,'NoneType' object is not subscriptable
10063,"charpak, g",1992,etude en fonction de l energie de la diffusion en arriere des electrons,journal de physique et le radium,college de france,NO,0,[],10.1051/jphysrad:019520013010100,'NoneType' object is not subscriptable
10063,"charpak, g",1992,principe et essais preliminaires d un nouveau detecteur permettant de photographier la trajectoire de particules ionisantes dans un gaz,journal de physique et le radium,college de france,NO,0,[],10.1051/jphysrad:01957001808-9053900,'NoneType' object is not subscriptable
10063,"charpak, g",1992,etude avec un photomultiplicateur des impulsions lumineuses produites dans le gaz d un compteur proportionnel,journal de physique et le radium,college de france,NO,0,[],10.1051/jphysrad:01956001707058500,'NoneType' object is not subscriptable
10063,"charpak, g",1992,l etude experimentale de la perturbation apportee au cortege atomique par la desintegration  et la capture electronique,journal de physique et le radium,college de france,NO,0,[],10.1051/jphysrad:01955001607056700,'NoneType' object is not subscriptable
10064,"degennes, pg",1991,statistics of branching and hairpin helices for the dat copolymer,biopolymers,,NO,0,[],10.1002/bip.1968.360060508,'NoneType' object is not subscriptable
10065,"taylor, re",1990,high energy inelastic e p scattering at 6 and 10,physical review letters,stanford university,YES,0,[],,"can only concatenate str (not ""float"") to str"
10066,"friedman, ji",1990,high energy inelastic e p scattering at 6 and 10,physical review letters,massachusetts institute of technology,YES,0,[],,"can only concatenate str (not ""float"") to str"
10067,"kendall, hw",1990,high energy inelastic e p scattering at 6 and 10,physical review letters,massachusetts institute of technology,YES,0,[],,"can only concatenate str (not ""float"") to str"
10068,"ramsey, nf",1989,quantum mechanics and the science of measurements,journal de physique ii,harvard university,NO,0,[],10.1051/jp2:1992152,'NoneType' object is not subscriptable
10068,"ramsey, nf",1989,proton proton scattering at 105 mev and 75 mev,physical review,harvard university,NO,0,[],10.2172/4425276,'NoneType' object is not subscriptable
10069,"dehmelt, hg",1989,coherent spectroscopy on single atomic system at rest in free space ii,le journal de physique colloques,,NO,0,[],10.1051/jphyscol:1981837,'NoneType' object is not subscriptable
10071,"steinberger, j",1988,the detection of artificially produced photomesons with counters,physical review,,NO,0,[],10.2172/4402104,'NoneType' object is not subscriptable
10071,"steinberger, j",1988,tests of the electroweak theory at the z resonance,annual review of nuclear and particle science,,NO,0,[],10.1146/annurev.ns.41.120191.000415,'NoneType' object is not subscriptable
10071,"steinberger, j",1988,preliminary results on the production of mesons by photons on carbon and hydrogen,physical review,,NO,0,[],10.2172/4443228,'NoneType' object is not subscriptable
10071,"steinberger, j",1988,production of positive mesons by photons on hydrogen,physical review,,NO,0,[],10.2172/4395137,'NoneType' object is not subscriptable
10073,"lederman, lm",1988,a diffusion cloud chamber study of very slow mesons ii beta decay of the muon,physical review,,NO,0,[],10.2172/4376792,'NoneType' object is not subscriptable
10074,"muller, ka",1987,neutron scattering study of srti o 3 under 111 uniaxial stress,physical review b,ibm,NO,0,[],10.1103/PhysRevB.17.2937,'NoneType' object is not subscriptable
10076,"binnig, g",1986,scanning tunneling microscopy,helvetica physica acta,ibm,YES,0,[],,"can only concatenate str (not ""float"") to str"
10076,"binnig, g",1986,the scanning tunneling microscope,scientific american,ibm,NO,0,[],10.1038/scientificamerican0885-50,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1038/scientificamerican0885-50
10077,"rohrer, h",1986,the scanning tunneling microscope,scientific american,ibm,NO,0,[],10.1038/scientificamerican0885-50,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1038/scientificamerican0885-50
10080,"rubbia, c",1984,the quest for the infinitesimally small,nuovo cimento della societa italiana di fisica a nuclei particles and fields,cern,NO,0,[],10.1007/BF02730856,'NoneType' object is not subscriptable
10080,"rubbia, c",1984,heavy ion accelerators for intertial fusion,nuovo cimento della societa italiana di fisica a nuclei particles and fields,cern,NO,0,[],10.1007/BF02821238,'NoneType' object is not subscriptable
10080,"rubbia, c",1984,search for conversion of muons into electrons,physical review letters,cern,NO,0,[],10.1103/PhysRevLett.8.125,'NoneType' object is not subscriptable
10082,"fowler, wa",1983,176lu and s process nucleosynthesis,nature,california institute of technology,NO,0,[],10.1038/10.1038/physci238008a0,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1038/10.1038/physci238008a0
10083,"chandrasekhar, s",1983,pressure studies on liquid crystalline materials,le journal de physique colloques,raman research institute,NO,0,[],10.1051/jphyscol:1975107,'NoneType' object is not subscriptable
10083,"chandrasekhar, s",1983,orientational order in p azoxyanisole p azoxyphenetole and their mixtures in the nematic phase,le journal de physique colloques,raman research institute,NO,0,[],10.1051/jphyscol:1969406,'NoneType' object is not subscriptable
10088,"cronin, jw",1980,evidence for the 2pi decay of the k20 meson,physical review letters,university of chicago,NO,0,[],,"can only concatenate str (not ""float"") to str"
10088,"cronin, jw",1980,ii interactions faiblessome impressions of experimental progress in weak interactions,le journal de physique colloques,university of chicago,NO,0,[],10.1051/jphyscol:1971302,'NoneType' object is not subscriptable
10088,"cronin, jw",1980,multi messenger observations of a binary neutron star merger,the astrophysical journal,university of chicago,NO,0,[],10.3847/2041-8213/aa91c9,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.3847/2041-8213/aa91c9
10091,"weinberg, s",1979,su 3 x u 1 gauge theory of the weak and electromagnetic interactions,physical review letters,university of texas at austin,NO,0,[],10.1103/PhysRevLett.38.1237,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1103/PhysRevLett.38.1237
10092,"glashow, sl",1979,lepton flavor violation in b decays,physical review letters,boston university,NO,0,[],10.1103/PhysRevLett.114.091801,'NoneType' object is not subscriptable
10092,"glashow, sl",1979,six fermion weak interactions,physical review,,NO,0,[],10.1103/PhysRev.133.B130,'NoneType' object is not subscriptable
10093,"kapitza, pl",1978,viscosity of liquid helium below the lambda point,nature,,NO,0,[],,"can only concatenate str (not ""float"") to str"
10096,"mott, n",1977,the metal nonmetal transition,reports on progress in physics,university of cambridge,NO,0,[],10.1088/0034-4885/33/3/302,'NoneType' object is not subscriptable
10096,"mott, n",1977,explanation of the large spin dependent recombination effect in semiconductors,journal de physique lettres,,NO,0,[],10.1051/jphyslet:0197800390405100,'NoneType' object is not subscriptable
10096,"mott, n",1977,doped antiferromagnetic insulators a model for high temperature superconductivity,journal de physique,,NO,0,[],10.1051/jphys:0198900500180281100,'NoneType' object is not subscriptable
10096,"mott, n",1977,electrons in glass,,,NO,0,[],10.1051/rphysap:01977001205061900,'NoneType' object is not subscriptable
10097,"anderson, pw",1977,effect of franck condon displacements on the mobility edge and the energy gap in disordered materials,nature,,NO,0,[],10.1038/10.1038/physci235163a0,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1038/10.1038/physci235163a0
10097,"anderson, pw",1977,ordering and antiferromagnetism in ferrites,physical review,,NO,0,[],10.1103/PhysRev.102.1008,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1103/PhysRev.102.1008
10099,"ting, scc",1976,search for the standard model higgs boson at lep,physics letters b,massachusetts institute of technology,NO,0,[],10.1016/S0370-2693(03)00614-2,'NoneType' object is not subscriptable
10106,"esaki, l",1973,advances in semiconductor superlattices quantum wells and heterostructures,le journal de physique colloques,ibm,NO,0,[],10.1051/jphyscol:1984501,'NoneType' object is not subscriptable
10106,"esaki, l",1973,electrons and holes in inas ga al sb as quantum wells,le journal de physique colloques,ibm,NO,0,[],10.1051/jphyscol:1987529,'NoneType' object is not subscriptable
10107,"giaever, i",1973,superconductive tunneling,,,NO,0,[],,"can only concatenate str (not ""float"") to str"
10109,"schrieffer, jr",1972,exchange interaction in alloys with cerium impurities,physical review,florida state university,NO,0,[],10.1103/PhysRev.185.847,'NoneType' object is not subscriptable
10111,"bardeen, j",1972,evolution of superconductivity,le journal de physique colloques,university of illinois at urbana champaign,NO,0,[],10.1051/jphyscol:19786573,'NoneType' object is not subscriptable
10113,"neel, l",1970,magnetic properties of multilayer films of feni mn fenico and of feni mn,ieee transactions on magnetics,,NO,0,[],10.1109/TMAG.1965.1062922,'NoneType' object is not subscriptable
10113,"neel, l",1970,a coupling phenomenon between the magnetization of two ferromagnetic thin films separated by a thin metallic film application to magnetic memories,ieee transactions on magnetics,,NO,0,[],10.1109/TMAG.1965.1062923,'NoneType' object is not subscriptable
10113,"neel, l",1970,remarques sur les interactions magnetiques,journal de physique et le radium,,NO,0,[],10.1051/jphysrad:01962002308-9044900,'NoneType' object is not subscriptable
10113,"neel, l",1970,theorie du trainage magnetique des substances massives dans le domaine de rayleigh,journal de physique et le radium,,NO,0,[],10.1051/jphysrad:0195000110204900,'NoneType' object is not subscriptable
10113,"neel, l",1970,some new results on antiferromagnetism and ferromagnetism,reviews of modern physics,,NO,0,[],10.1103/RevModPhys.25.58,'NoneType' object is not subscriptable
10113,"neel, l",1970,remarques sur la theorie des proprietes magnetiques des couches minces et des grains fins,journal de physique et le radium,,NO,0,[],10.1051/jphysrad:01956001703025000,'NoneType' object is not subscriptable
10113,"neel, l",1970,etude theorique du couplage ferro antiferromagnetique dans les couches minces,annales de physique,,NO,0,[],10.1051/anphys/19671402061,'NoneType' object is not subscriptable
10113,"neel, l",1970,l approche a la saturation de la magnetostriction,journal de physique et le radium,,NO,0,[],10.1051/jphysrad:01954001505037601,'NoneType' object is not subscriptable
10113,"neel, l",1970,theorie du trainage magnetique de diffusion,journal de physique et le radium,,NO,0,[],10.1051/jphysrad:01952001305024900,'NoneType' object is not subscriptable
10113,"neel, l",1970,effet de la dilatation thermique sur la valeur de la constante de curie des ferrites,journal de physique et le radium,,NO,0,[],10.1051/jphysrad:01951001203025800,'NoneType' object is not subscriptable
10113,"neel, l",1970,sur les effets des interactions entre les domaines elementaires ferromagnetiques bascule et reptation,journal de physique et le radium,,NO,0,[],10.1051/jphysrad:01959002002-3021500,'NoneType' object is not subscriptable
10113,"neel, l",1970,sur le ferromagnetisme des ferrites ou ferrimagnetisme,physica d nonlinear phenomena,,NO,0,[],10.1016/0031-8914(50)90034-6,'NoneType' object is not subscriptable
10115,"gellmann, m",1969,hyperons and heavy mesons systematics and decay,annual review of nuclear and particle science,,NO,0,[],10.1146/annurev.ns.07.120157.002203,'NoneType' object is not subscriptable
10116,"alvarez, lw",1968,resonance in the lambdapi system,physical review letters,university of chicago,NO,0,[],,"can only concatenate str (not ""float"") to str"
10116,"alvarez, lw",1968,study of resonances of the s p system,physical review letters,university of chicago,NO,0,[],,"can only concatenate str (not ""float"") to str"
10116,"alvarez, lw",1968,resonance in the p system,physical review letters,university of chicago,NO,0,[],,"can only concatenate str (not ""float"") to str"
10117,"bethe, ha",1967,statistical theory of superlattices,,cornell university,NO,0,[],10.1098/rspa.1935.0122,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1098/rspa.1935.0122
10117,"bethe, ha",1967,theory of bremsstrahlung and pair production i differential cross section,physical review,cornell university,NO,0,[],10.1103/PhysRev.93.768,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1103/PhysRev.93.768
10118,"kastler, a",1966,*quelques suggestions concernant la production optique et la detection optique dune inegalite de population des niveaux de quantification spatiale des atomes - application a lexperience de stern et gerlach et a la resonance magnetique,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10118,"kastler, a",1966,quelques suggestions concernant la production optique et la detection optique d une inegalite de population des niveaux de quantifigation spatiale des atomes application a l experience de stern et gerlach et a la resonance magnetique,journal de physique et le radium,ecole normale superieure,NO,0,[],10.1051/jphysrad:01950001106025500,'NoneType' object is not subscriptable
10119,"feynman, rp",1965,infinitesimal machinery,ieee asme journal of microelectromechanical systems,california institute of technology,NO,0,[],,"can only concatenate str (not ""float"") to str"
10119,"feynman, rp",1965,equations of state of elements based on the generalized fermi thomas theory,physical review,california institute of technology,NO,0,[],10.2172/4417654,'NoneType' object is not subscriptable
10120,"schwinger, j",1965,theory of many particle systems i,physical review,university of california los angeles,NO,0,[],10.1103/PhysRev.115.1342,404 Client Error: NOT FOUND for url: https://api.openalex.org/works/doi:https://doi.org/10.1103/PhysRev.115.1342
10122,"prokhorov, am",1964,*primenenie molekulyarnykh puchkov dlya radiospektroskopicheskogo izucheniya vrashchatelnykh spektrov molekul,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10123,"townes, ch",1964,the effect of electronic paramagnetism on nuclear magnetic resonance frequencies in metals,physical review,university of california berkeley,NO,0,[],10.2172/4428437,'NoneType' object is not subscriptable
10123,"townes, ch",1964,hyperfine structure and exchange narrowing of paramagnetic resonance,physical review,university of california berkeley,NO,0,[],10.2172/4426557,'NoneType' object is not subscriptable
10124,"basov, ng",1964,*primenenie molekulyarnykh puchkov dlya radiospektroskopicheskogo izucheniya vrashchatelnykh spektrov molekul,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10124,"basov, ng",1964,electroionization lasers,ieee journal of quantum electronics,lebedev physical institute,NO,0,[],,"can only concatenate str (not ""float"") to str"
10126,"mayer, mg",1963,on closed shells in nuclei,physical review,,NO,0,[],10.2172/4424422,'NoneType' object is not subscriptable
10127,"wigner, ep",1963,on science and its evolution,le journal de physique colloques,princeton university,NO,0,[],10.1051/jphyscol:1982829,'NoneType' object is not subscriptable
10130,"hofstadter, r",1961,laser fusion,ieee transactions on nuclear science,stanford university,NO,0,[],,"can only concatenate str (not ""float"") to str"
10130,"hofstadter, r",1961,high energy electron scattering and the charge distributions of selected nuclei,physical review,stanford university,NO,0,[],10.2172/4366094,'NoneType' object is not subscriptable
10130,"hofstadter, r",1961,crystal counters,,princeton university,NO,0,[],,"can only concatenate str (not ""float"") to str"
10132,"chamberlain, o",1959,observation of antiprotons,physical review,university of california berkeley,YES,0,[],10.2172/915069,'NoneType' object is not subscriptable
10132,"chamberlain, o",1959,observation of antiprotons,lawrence berkeley national laboratory,university of california berkeley,NO,0,[],,"can only concatenate str (not ""float"") to str"
10132,"chamberlain, o",1959,elastic scattering of 190 mev deuterons by protons,physical review,university of california berkeley,NO,0,[],10.2172/915415,'NoneType' object is not subscriptable
10132,"chamberlain, o",1959,rotation of polarization vector and depolarization in p pscattering,physical review,university of california berkeley,NO,0,[],10.2172/914459,'NoneType' object is not subscriptable
10132,"chamberlain, o",1959,measurement of the polarization in elastic electron proton scattering,physical review letters,university of california berkeley,NO,0,[],10.2172/915063,'NoneType' object is not subscriptable
10133,"segre, e",1959,observation of antiprotons,physical review,,YES,0,[],10.2172/915069,'NoneType' object is not subscriptable
10133,"segre, e",1959,observation of antiprotons,lawrence berkeley national laboratory,,NO,0,[],,"can only concatenate str (not ""float"") to str"
10134,"cherenkov, pa",1958,Visible emission of clean liquids by action of  radiation,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10135,"tamm, i",1958,coherent visible radiation from fast electrons passing through matter,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10137,"lee, td",1957,remarks on triplet models insu3 symmetry,il nuovo cimento,cern,NO,0,[],10.1007/BF02739353,'NoneType' object is not subscriptable
10137,"lee, td",1957,cp invariance and the 2 decay mode of the k20,physics letters,cern,NO,0,[],10.1016/0031-9163(64)91142-4,'NoneType' object is not subscriptable
10137,"lee, td",1957,analysis of cp noninvariant interactions and the k sub 1 sup 0 k sub 2 sup 0 system,physical review,,NO,0,[],10.1103/PhysRev.138.B1490,'NoneType' object is not subscriptable
10137,"lee, td",1957,analysis of divergences in a neutral spin 1 meson theory with parity nonconserving interactions,nuovo cimento della societa italiana di fisica a nuclei particles and fields,cern,NO,0,[],10.1007/BF02753163,'NoneType' object is not subscriptable
10137,"lee, td",1957,intensity of upward muon flux due to cosmic ray neutrinos produced in the atmosphere,physical review,,NO,0,[],10.2172/4685861,'NoneType' object is not subscriptable
10139,"bardeen, j",1956,evolution of superconductivity,le journal de physique colloques,university of illinois at urbana champaign,NO,0,[],10.1051/jphyscol:19786573,'NoneType' object is not subscriptable
10144,"born, m",1954,on the quantum theory of molecules,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10144,"born, m",1954,albert einstein und das lichtquantum,naturwissenschaften,university of edinburgh,NO,0,[],10.1007/978-3-322-88794-8_18,'NoneType' object is not subscriptable
10144,"born, m",1954,quantenmechanik und statistik,naturwissenschaften,university of edinburgh,NO,0,[],10.1007/978-3-322-88794-8_2,'NoneType' object is not subscriptable
10144,"born, m",1954,l interpretation statistique de la mecanique quantique conference nobel 1954,journal de physique et le radium,university of edinburgh,NO,0,[],10.1051/jphysrad:019550016010073700,'NoneType' object is not subscriptable
10144,"born, m",1954,sur la theorie de la supraconductivite,journal de physique et le radium,university of edinburgh,NO,0,[],10.1051/jphysrad:01948009010024900,'NoneType' object is not subscriptable
10144,"born, m",1954,uber den sinn der physikalischen theorien,naturwissenschaften,university of edinburgh,NO,0,[],10.1007/978-3-322-88794-8_4,'NoneType' object is not subscriptable
10155,"bridgman, pw",1946,the coagulation of albumen by pressure,journal of biological chemistry,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10160,"fermi, e",1938,scattering of negative pions by hydrogen,physical review,university of chicago,NO,0,[],10.1103/PhysRev.92.161,'affiliations'
10160,"fermi, e",1938,total cross sections of negative pions in hydrogen,physical review,university of chicago,NO,0,[],10.1103/PhysRev.85.934.2,'affiliations'
10163,victor f. hess,1936,observations in low level radiation during seven free balloon flights.,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10170,"broglie, ld",1929,les principes de la nouvelle mecanique ondulatoire,journal de physique et le radium,french academy of sciences,NO,0,[],10.1051/jphysrad:01926007011032100,'NoneType' object is not subscriptable
10170,"broglie, ld",1929,sur la possibilite de mettre en evidence le moment magnetique propre des particules de spin 1 2,journal de physique et le radium,french academy of sciences,NO,0,[],10.1051/jphysrad:01948009011026500,'NoneType' object is not subscriptable
10170,"broglie, ld",1929,sur la possibilite d une structure complexe des particules de spin different de 1 2,journal de physique et le radium,french academy of sciences,NO,0,[],10.1051/jphysrad:01951001204050900,'NoneType' object is not subscriptable
10170,"broglie, ld",1929,l interpretation de la mecanique ondulatoire,journal de physique et le radium,french academy of sciences,NO,0,[],10.1051/jphysrad:019590020012096300,'NoneType' object is not subscriptable
10170,"broglie, ld",1929,recherches sur la theorie des quanta,annales de physique,french academy of sciences,NO,0,[],10.1051/anphys/192510030022,'NoneType' object is not subscriptable
10171,"richardson, ow",1928,on the negative radiation from hot platinum,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10174,"perrin, j",1926,sur la theorie du mouvement brownien,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10175,gustav hertz,1925,the kinetics of electrons and ions in gases,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10175,gustav hertz,1925,the confirmation of the bohr atomic theory in the optical spectra by means of experiments of the unelastic impacts of slow electrons with gas molecules,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10176,"franck, j",1925,the kinetics of electrons and ions in gases,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10176,"franck, j",1925,the confirmation of the bohr atomic theory in the optical spectra by means of experiments of the unelastic impacts of slow electrons with gas molecules,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10177,"siegbahn, m",1924,the x-ray spectrum of the elements na to cr,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10177,"siegbahn, m",1924,on the high-frequency spectra (k-series) of elements cr to ge.,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10177,"siegbahn, m",1924,on a vacuum spectrograph for the registration of high-frequence spectra and a preliminary testing of rare soils with the same.,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10180,"einstein, a",1921,on the movement of small particles suspended in a stationary liquid demanded by the molecular kinetic theory of heart,annalen der physik,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,lifetime of 0 0 and s,il nuovo cimento,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,beta decay of the pion,physical review letters,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,systematics of lambda sup 0 and theta sup 0 decay,il nuovo cimento,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,experimental determinations of the lambda sup 0 and sigma sup spins,il nuovo cimento,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,systematics of 0 and 0 decay,il nuovo cimento,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,leptonic decay of a s hyperon,physical review letters,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,reaction pi p yields sigma k sup at 1 2 and 1 3 bev k e,,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,systematics of lambda and theta decay,,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,leptonic decay of a sigma hyperon,physical review letters,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10181,charles edouard guillaume,1920,experimental determinations of the lambda and sigma spins,,brookhaven national laboratory,NO,0,[],,"can only concatenate str (not ""float"") to str"
10182,"stark, j",1919,beobachtungen ber den effekt des elektrischen feldes auf spektrallinien i quereffekt,annalen der physik,,NO,0,[],,"can only concatenate str (not ""float"") to str"
10188,"onnes, hk",1913,"further experiments with liquid helium d - on the change of the electrical resistance of pure metals at very low temperatures, etc v the disappearance of the resistance of mercury",,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10189,"wien, w",1911,Wien's displacement law,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10193,"zeeman, p",1902,The Effect of Magnetisation on the Nature of Light Emitted by a Substance,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
10193,"zeeman, p",1902,The Influence of a Magnetic Field on Radiation Frequency,,,YES,0,[],,"can only concatenate str (not ""float"") to str"
